proteinID	LocusTag	location	proteinID2	description	strand	geneStart	geneEnd	gap_start	gap_end	gap_length	gap_treatment	gap_strand	overlap_type
AGU54989.1	RSAU_001159	1248387..1250765	AGU54989.1	DNA translocase FtsK	+	1248387	1250765	1176375	1283074	106699	TSB	-	Gene within gap
AGU54990.1	RSAU_001160	1250770..1251483	AGU54990.1	transcriptional regulator, GntR family, putative	+	1250770	1251483	1176375	1283074	106699	TSB	-	Gene within gap
AGU54991.1	RSAU_001161	1251514..1252779	AGU54991.1	zinc-dependent peptidase, putative	+	1251514	1252779	1176375	1283074	106699	TSB	-	Gene within gap
AGU54992.1	RSAU_001162	1252779..1254065	AGU54992.1	zinc-dependent peptidase, putative	+	1252779	1254065	1176375	1283074	106699	TSB	-	Gene within gap
AGU54993.1	RSAU_001163	1254065..1254769	AGU54993.1	short chain dehydrogenase, putative	+	1254065	1254769	1176375	1283074	106699	TSB	-	Gene within gap
AGU54994.1	RSAU_001164	1254874..1255701	AGU54994.1	ACT domain protein	+	1254874	1255701	1176375	1283074	106699	TSB	-	Gene within gap
AGU54995.1	RSAU_001165	1255720..1256112	AGU54995.1	transcriptional regulator, putative	+	1255720	1256112	1176375	1283074	106699	TSB	-	Gene within gap
AGU54996.1	RSAU_001166	1256146..1256724	AGU54996.1	CDP-diacylglycerol--glycerol-3-phosphate 3-phosphatidyltransferase	+	1256146	1256724	1176375	1283074	106699	TSB	-	Gene within gap
AGU54997.1	RSAU_001167	1257543..1258694	AGU54997.1	competence/damage-inducible protein CinA	+	1257543	1258694	1176375	1283074	106699	TSB	-	Gene within gap
AGU54998.1	RSAU_001168	1258859..1259902	AGU54998.1	recombinase A	+	1258859	1259902	1176375	1283074	106699	TSB	-	Gene within gap
AGU54999.1	RSAU_001169	1260256..1261815	AGU54999.1	2', 3'-cyclic-nucleotide 2'-phosphodiesterase, putative	+	1260256	1261815	1176375	1283074	106699	TSB	-	Gene within gap
AGU55000.1	RSAU_001170	complement(1262112..1262327)	AGU55000.1	hypothetical protein	-	1262112	1262327	1176375	1283074	106699	TSB	-	Gene within gap
AGU55001.1	RSAU_001171	1262501..1263298	AGU55001.1	metallophosphatase domain protein	+	1262501	1263298	1176375	1283074	106699	TSB	-	Gene within gap
AGU55002.1	RSAU_001172	1263438..1265198	AGU55002.1	2-oxoacid:acceptor oxidoreductase, alpha subunit, putative	+	1263438	1265198	1176375	1283074	106699	TSB	-	Gene within gap
AGU55003.1	RSAU_001173	1265199..1266065	AGU55003.1	2-oxoglutarate ferredoxin oxidoreductase, beta subunit, putative	+	1265199	1266065	1176375	1283074	106699	TSB	-	Gene within gap
AGU55004.1	RSAU_001174	1266160..1266453	AGU55004.1	hypothetical protein	+	1266160	1266453	1176375	1283074	106699	TSB	-	Gene within gap
AGU55005.1	RSAU_001175	1266587..1268131	AGU55005.1	(dimethylallyl)adenosine tRNA methylthiotransferase	+	1266587	1268131	1176375	1283074	106699	TSB	-	Gene within gap
AGU55006.1	RSAU_001176	1268132..1268497	AGU55006.1	putative DUF964-containing protein	+	1268132	1268497	1176375	1283074	106699	TSB	-	Gene within gap
AGU55007.1	RSAU_001177	1268524..1269015	AGU55007.1	thiamine-precursor transporter protein ThiW, putative	+	1268524	1269015	1176375	1283074	106699	TSB	-	Gene within gap
AGU55008.1	RSAU_001178	1269318..1271936	AGU55008.1	DNA mismatch repair protein MutS	+	1269318	1271936	1176375	1283074	106699	TSB	-	Gene within gap
AGU55009.1	RSAU_001179	1271949..1273958	AGU55009.1	DNA mismatch repair protein MutL	+	1271949	1273958	1176375	1283074	106699	TSB	-	Gene within gap
AGU55010.1	RSAU_001180	1273964..1274506	AGU55010.1	glycerol uptake operon antiterminator regulatory protein, putative	+	1273964	1274506	1176375	1283074	106699	TSB	-	Gene within gap
AGU55011.1	RSAU_001181	1274818..1275303	AGU55011.1	IS605/IS200-like transposase, putative	+	1274818	1275303	1176375	1283074	106699	TSB	-	Gene within gap
AGU55012.1	RSAU_001182	1275723..1276541	AGU55012.1	glycerol uptake facilitator protein GlpF	+	1275723	1276541	1176375	1283074	106699	TSB	-	Gene within gap
AGU55013.1	RSAU_001183	1276671..1278167	AGU55013.1	glycerol kinase	+	1276671	1278167	1176375	1283074	106699	TSB	-	Gene within gap
AGU55014.1	RSAU_001184	1278325..1279998	AGU55014.1	aerobic glycerol-3-phosphate dehydrogenase GlpD	+	1278325	1279998	1176375	1283074	106699	TSB	-	Gene within gap
AGU55015.1	RSAU_001185	1280144..1281061	AGU55015.1	lysophospholipase, putative	+	1280144	1281061	1176375	1283074	106699	TSB	-	Gene within gap
AGU55016.1	RSAU_001186	1281079..1282014	AGU55016.1	tRNA delta(2)-isopentenylpyrophosphate transferase	+	1281079	1282014	1176375	1283074	106699	TSB	-	Gene within gap
AGU55017.1	RSAU_001187	1282029..1282262	AGU55017.1	RNA chaperone Hfq	+	1282029	1282262	1176375	1283074	106699	TSB	-	Gene within gap
AGU55018.1	RSAU_001188	complement(1282484..1282960)	AGU55018.1	glutathione peroxidase, putative	-	1282484	1282960	1176375	1283074	106699	TSB	-	Gene within gap
AGU55019.1	RSAU_001189	1283072..1284310	AGU55019.1	GTP-binding protein HflX, putative	+	1283072	1284310	1176375	1283074	106699	TSB	-	Gene start in gap
AGU54274.1	RSAU_000405	445313..449812	AGU54274.1	glutamate synthase [NADPH] large chain	+	445313	449812	445217	512549	67332	TSB	-	Gene within gap
AGU54275.1	RSAU_000406	449830..451293	AGU54275.1	glutamate synthase subunit beta	+	449830	451293	445217	512549	67332	TSB	-	Gene within gap
AGU54276.1	RSAU_000408	452125..453552	AGU54276.1	PTS system, trehalose-specific IIBC component	+	452125	453552	445217	512549	67332	TSB	-	Gene within gap
AGU54277.1	RSAU_000409	453616..455256	AGU54277.1	alpha,alpha-phosphotrehalase, putative	+	453616	455256	445217	512549	67332	TSB	-	Gene within gap
AGU54278.1	RSAU_000410	455281..456009	AGU54278.1	GntR family regulatory protein similar to trehalose operon transcription repressor treR	+	455281	456009	445217	512549	67332	TSB	-	Gene within gap
AGU54279.1	RSAU_000411	456649..457173	AGU54279.1	acetyltransferase, GNAT family, putative	+	456649	457173	445217	512549	67332	TSB	-	Gene within gap
AGU54280.1	RSAU_000412	457242..458939	AGU54280.1	DNA polymerase III, gamma and tau subunits	+	457242	458939	445217	512549	67332	TSB	-	Gene within gap
AGU54281.1	RSAU_000413	459029..459346	AGU54281.1	putative DNA-binding protein, YbaB family	+	459029	459346	445217	512549	67332	TSB	-	Gene within gap
AGU54282.1	RSAU_000414	459353..459949	AGU54282.1	recombination protein RecR	+	459353	459949	445217	512549	67332	TSB	-	Gene within gap
AGU54283.1	RSAU_000418	466451..467788	AGU54283.1	Orn/Lys/Arg decarboxylase, putative	+	466451	467788	445217	512549	67332	TSB	-	Gene within gap
AGU54284.1	RSAU_000419	467790..468407	AGU54284.1	thymidylate kinase	+	467790	468407	445217	512549	67332	TSB	-	Gene within gap
AGU54285.1	RSAU_000420	468435..468764	AGU54285.1	glutamine synthetase regulatory protein, putative	+	468435	468764	445217	512549	67332	TSB	-	Gene within gap
AGU54286.1	RSAU_000421	468978..469904	AGU54286.1	DNA-directed DNA polymerase III delta prime subunit	+	468978	469904	445217	512549	67332	TSB	-	Gene within gap
AGU54287.1	RSAU_000422	469905..470708	AGU54287.1	PSP1-like protein	+	469905	470708	445217	512549	67332	TSB	-	Gene within gap
AGU54288.1	RSAU_000423	470725..471072	AGU54288.1	DNA replication initiation control protein YabA	+	470725	471072	445217	512549	67332	TSB	-	Gene within gap
AGU54289.1	RSAU_000424	471346..472071	AGU54289.1	methyltransferase, putative	+	471346	472071	445217	512549	67332	TSB	-	Gene within gap
AGU54290.1	RSAU_000425	472064..472312	AGU54290.1	endonuclease, putative	+	472064	472312	445217	512549	67332	TSB	-	Gene within gap
AGU54291.1	RSAU_000426	472314..473153	AGU54291.1	tetrapyrrole methylase family protein	+	472314	473153	445217	512549	67332	TSB	-	Gene within gap
AGU54292.1	RSAU_000427	473438..475411	AGU54292.1	methionyl-tRNA synthetase	+	473438	475411	445217	512549	67332	TSB	-	Gene within gap
AGU54293.1	RSAU_000428	475442..476215	AGU54293.1	TatD-related Mg-dependent DNase, putative	+	475442	476215	445217	512549	67332	TSB	-	Gene within gap
AGU54294.1	RSAU_000429	476382..476918	AGU54294.1	ribonuclease M5-like primase-related protein	+	476382	476918	445217	512549	67332	TSB	-	Gene within gap
AGU54295.1	RSAU_000430	476929..477822	AGU54295.1	dimethyladenosine transferase	+	476929	477822	445217	512549	67332	TSB	-	Gene within gap
AGU54296.1	RSAU_000431	477922..478185	AGU54296.1	VEG protein	+	477922	478185	445217	512549	67332	TSB	-	Gene within gap
AGU54297.1	RSAU_000432	478495..479343	AGU54297.1	4-diphosphocytidyl-2C-methyl-D-erythritol kinase	+	478495	479343	445217	512549	67332	TSB	-	Gene within gap
AGU54298.1	RSAU_000433	479357..480181	AGU54298.1	pur operon repressor PurR	+	479357	480181	445217	512549	67332	TSB	-	Gene within gap
AGU54299.1	RSAU_000434	480198..480578	AGU54299.1	adenine-mediated repressor of purine biosynthetic genes YabJ	+	480198	480578	445217	512549	67332	TSB	-	Gene within gap
AGU54300.1	RSAU_000435	480650..480952	AGU54300.1	stage V sporulation protein G	+	480650	480952	445217	512549	67332	TSB	-	Gene within gap
AGU54301.1	RSAU_000438	482047..483399	AGU54301.1	UDP-N-acetylglucosamine pyrophosphorylase	+	482047	483399	445217	512549	67332	TSB	-	Gene within gap
AGU54302.1	RSAU_000439	483546..484511	AGU54302.1	ribose-phosphate pyrophosphokinase	+	483546	484511	445217	512549	67332	TSB	-	Gene within gap
AGU54303.1	RSAU_000440	484661..485302	AGU54303.1	50S ribosomal protein L25/general stress protein Ctc	+	484661	485302	445217	512549	67332	TSB	-	Gene within gap
AGU54304.1	RSAU_000441	485613..486185	AGU54304.1	peptidyl-tRNA hydrolase	+	485613	486185	445217	512549	67332	TSB	-	Gene within gap
AGU54305.1	RSAU_000442	486293..489691	AGU54305.1	transcription-repair coupling factor	+	486293	489691	445217	512549	67332	TSB	-	Gene within gap
AGU54306.1	RSAU_000443	489681..491207	AGU54306.1	polysaccharide biosynthesis protein	+	489681	491207	445217	512549	67332	TSB	-	Gene within gap
AGU54307.1	RSAU_000444	491207..492400	AGU54307.1	tetrapyrrole methylase/MazG family protein	+	491207	492400	445217	512549	67332	TSB	-	Gene within gap
AGU54308.1	RSAU_000445	492397..492660	AGU54308.1	RNA-binding S4 domain protein, putative	+	492397	492660	445217	512549	67332	TSB	-	Gene within gap
AGU54309.1	RSAU_000446	492678..493070	AGU54309.1	cell-division protein divIC, putative	+	492678	493070	445217	512549	67332	TSB	-	Gene within gap
AGU54310.1	RSAU_000447	493175..493576	AGU54310.1	RPS1-like RNA binding domain protein	+	493175	493576	445217	512549	67332	TSB	-	Gene within gap
AGU54311.1	RSAU_000448	493756..495051	AGU54311.1	tRNA(Ile)-lysidine synthetase, putative	+	493756	495051	445217	512549	67332	TSB	-	Gene within gap
AGU54312.1	RSAU_000449	495056..495595	AGU54312.1	hypoxanthine phosphoribosyltransferase	+	495056	495595	445217	512549	67332	TSB	-	Gene within gap
AGU54313.1	RSAU_000450	495853..497946	AGU54313.1	cell-division protein FtsH	+	495853	497946	445217	512549	67332	TSB	-	Gene within gap
AGU54314.1	RSAU_000451	498189..499070	AGU54314.1	33 kDa heat shock chaperonin Hsp33	+	498189	499070	445217	512549	67332	TSB	-	Gene within gap
AGU54315.1	RSAU_000452	499249..500181	AGU54315.1	cysteine synthase A	+	499249	500181	445217	512549	67332	TSB	-	Gene within gap
AGU54316.1	RSAU_000453	500397..501200	AGU54316.1	dihydropteroate synthase	+	500397	501200	445217	512549	67332	TSB	-	Gene within gap
AGU54317.1	RSAU_000454	501178..501543	AGU54317.1	7,8-dihydroneopterin aldolase	+	501178	501543	445217	512549	67332	TSB	-	Gene within gap
AGU54318.1	RSAU_000455	501540..502016	AGU54318.1	2-amino-4-hydroxy-6-hydroxymethyldihydropteridine diphosphokinase, putative	+	501540	502016	445217	512549	67332	TSB	-	Gene within gap
AGU54319.1	RSAU_000456	502554..504041	AGU54319.1	lysyl-tRNA synthetase	+	502554	504041	445217	512549	67332	TSB	-	Gene within gap
AGU54320.1	RSAU_000469	complement(511061..512443)	AGU54320.1	transcription regulator, GntR family	-	511061	512443	445217	512549	67332	TSB	-	Gene within gap
AGU54321.1	RSAU_000470	512547..513434	AGU54321.1	pyridoxal biosynthesis lyase PdxS, putative	+	512547	513434	445217	512549	67332	TSB	-	Gene start in gap
AGU54560.1	RSAU_000722	778855..779910	AGU54560.1	Undecaprenyl-phosphate N-acetylglucosaminyl1-phosphate transferase, putative	+	778855	779910	778701	840233	61532	TSB	-	Gene within gap
AGU54561.1	RSAU_000723	complement(780082..780723)	AGU54561.1	putative membrane protein	-	780082	780723	778701	840233	61532	TSB	-	Gene within gap
AGU54562.1	RSAU_000724	780867..781733	AGU54562.1	degV family fatty acid transport protein	+	780867	781733	778701	840233	61532	TSB	-	Gene within gap
AGU54563.1	RSAU_000725	782097..783179	AGU54563.1	ComF operon protein 1-like DNA/RNA helicase, putative	+	782097	783179	778701	840233	61532	TSB	-	Gene within gap
AGU54564.1	RSAU_000726	783172..783846	AGU54564.1	ComF operon protein 3-like amidophosphoribosyltransferase, putative	+	783172	783846	778701	840233	61532	TSB	-	Gene within gap
AGU54565.1	RSAU_000727	783907..784479	AGU54565.1	ribosome-associated inhibitor protein, putative	+	783907	784479	778701	840233	61532	TSB	-	Gene within gap
AGU54566.1	RSAU_000728	784893..787424	AGU54566.1	preprotein translocase, SecA subunit, putative	+	784893	787424	778701	840233	61532	TSB	-	Gene within gap
AGU54567.1	RSAU_000729	787853..788848	AGU54567.1	peptide chain release factor 2	+	787853	788848	778701	840233	61532	TSB	-	Gene within gap
AGU54568.1	RSAU_000730	789257..790096	AGU54568.1	N-acetylmuramoyl-L-alanine amidase Sle1 LysM/CHAP domain protein, putative	+	789257	790096	778701	840233	61532	TSB	-	Gene within gap
AGU54569.1	RSAU_000731	790382..791032	AGU54569.1	HD domain phosphohydrolase, putative	+	790382	791032	778701	840233	61532	TSB	-	Gene within gap
AGU54570.1	RSAU_000732	791029..791265	AGU54570.1	putative DUF2198-containing protein	+	791029	791265	778701	840233	61532	TSB	-	Gene within gap
AGU54571.1	RSAU_000733	791534..793519	AGU54571.1	exinuclease ABC subunit B	+	791534	793519	778701	840233	61532	TSB	-	Gene within gap
AGU54572.1	RSAU_000734	793527..796373	AGU54572.1	excinuclease ABC subunit A	+	793527	796373	778701	840233	61532	TSB	-	Gene within gap
AGU54573.1	RSAU_000735	797094..798026	AGU54573.1	HPr kinase/phosphorylase	+	797094	798026	778701	840233	61532	TSB	-	Gene within gap
AGU54574.1	RSAU_000736	798032..798871	AGU54574.1	prolipoprotein diacylglyceryl transferase	+	798032	798871	778701	840233	61532	TSB	-	Gene within gap
AGU54575.1	RSAU_000737	798879..799364	AGU54575.1	O-acetyltransferase, putative	+	798879	799364	778701	840233	61532	TSB	-	Gene within gap
AGU54576.1	RSAU_000738	799372..800811	AGU54576.1	Tetratricopeptide repeat domain protein	+	799372	800811	778701	840233	61532	TSB	-	Gene within gap
AGU54577.1	RSAU_000739	800878..801813	AGU54577.1	thioredoxin reductase	+	800878	801813	778701	840233	61532	TSB	-	Gene within gap
AGU54578.1	RSAU_000740	802348..803259	AGU54578.1	P-loop-containing kinase, putative	+	802348	803259	778701	840233	61532	TSB	-	Gene within gap
AGU54579.1	RSAU_000741	803256..804251	AGU54579.1	2-phospho-L-lactate transferase-like protein	+	803256	804251	778701	840233	61532	TSB	-	Gene within gap
AGU54580.1	RSAU_000742	804362..805306	AGU54580.1	hypothetical protein	+	804362	805306	778701	840233	61532	TSB	-	Gene within gap
AGU54581.1	RSAU_000744	805876..806463	AGU54581.1	ATP-dependent Clp protease, proteolytic subunit ClpP	+	805876	806463	778701	840233	61532	TSB	-	Gene within gap
AGU54582.1	RSAU_000745	806646..808280	AGU54582.1	NAD-dependent malate dehydrogenase, putative	+	806646	808280	778701	840233	61532	TSB	-	Gene within gap
AGU54583.1	RSAU_000746	complement(808487..809389)	AGU54583.1	cell-division inhibitor, putative	-	808487	809389	778701	840233	61532	TSB	-	Gene within gap
AGU54584.1	RSAU_000748	810092..810721	AGU54584.1	putative exported protein	+	810092	810721	778701	840233	61532	TSB	-	Gene within gap
AGU54585.1	RSAU_000749	811590..812603	AGU54585.1	glycolytic operon regulator	+	811590	812603	778701	840233	61532	TSB	-	Gene within gap
AGU54586.1	RSAU_000750	812656..813666	AGU54586.1	glyceraldehyde 3-phosphate dehydrogenase 1	+	812656	813666	778701	840233	61532	TSB	-	Gene within gap
AGU54587.1	RSAU_000751	813805..814995	AGU54587.1	phosphoglycerate kinase	+	813805	814995	778701	840233	61532	TSB	-	Gene within gap
AGU54588.1	RSAU_000752	815117..815878	AGU54588.1	triosephosphate isomerase	+	815117	815878	778701	840233	61532	TSB	-	Gene within gap
AGU54589.1	RSAU_000753	815881..817398	AGU54589.1	2, 3-bisphosphoglycerate-independent phosphoglycerate mutase	+	815881	817398	778701	840233	61532	TSB	-	Gene within gap
AGU54590.1	RSAU_000754	817528..818832	AGU54590.1	enolase	+	817528	818832	778701	840233	61532	TSB	-	Gene within gap
AGU54591.1	RSAU_000755	819172..819630	AGU54591.1	hypothetical protein	+	819172	819630	778701	840233	61532	TSB	-	Gene within gap
AGU54592.1	RSAU_000756	819697..819930	AGU54592.1	preprotein translocase, SecG subunit	+	819697	819930	778701	840233	61532	TSB	-	Gene within gap
AGU54593.1	RSAU_000757	820059..820799	AGU54593.1	carboxylesterase precursor, putative	+	820059	820799	778701	840233	61532	TSB	-	Gene within gap
AGU54594.1	RSAU_000758	820833..823205	AGU54594.1	ribonuclease R, putative	+	820833	823205	778701	840233	61532	TSB	-	Gene within gap
AGU54595.1	RSAU_000759	823227..823691	AGU54595.1	SsrA-binding protein	+	823227	823691	778701	840233	61532	TSB	-	Gene within gap
AGU54596.1	RSAU_000760	complement(825118..825441)	AGU54596.1	hypothetical protein	-	825118	825441	778701	840233	61532	TSB	-	Gene within gap
AGU54597.1	RSAU_000761	complement(825457..825603)	AGU54597.1	hypothetical protein	-	825457	825603	778701	840233	61532	TSB	-	Gene within gap
AGU54598.1	RSAU_000762	complement(825789..826517)	AGU54598.1	lipoprotein, putative	-	825789	826517	778701	840233	61532	TSB	-	Gene within gap
AGU54599.1	RSAU_000763	827116..827637	AGU54599.1	putative membrane protein	+	827116	827637	778701	840233	61532	TSB	-	Gene within gap
AGU54600.1	RSAU_000764	827776..828306	AGU54600.1	acetyltransferase, putative	+	827776	828306	778701	840233	61532	TSB	-	Gene within gap
AGU54601.1	RSAU_000765	828570..831467	AGU54601.1	clumping factor A	+	828570	831467	778701	840233	61532	TSB	-	Gene within gap
AGU54602.1	RSAU_000766	831688..833208	AGU54602.1	staphylocoagulase-like precursor, putative	+	831688	833208	778701	840233	61532	TSB	-	Gene within gap
AGU54603.1	RSAU_000767	833533..834555	AGU54603.1	extracellular matrix and plasma binding protein precursor, putative	+	833533	834555	778701	840233	61532	TSB	-	Gene within gap
AGU54604.1	RSAU_000768	834891..835229	AGU54604.1	hypothetical protein	+	834891	835229	778701	840233	61532	TSB	-	Gene within gap
AGU54605.1	RSAU_000769	835704..836390	AGU54605.1	thermonuclease-like protein	+	835704	836390	778701	840233	61532	TSB	-	Gene within gap
AGU54606.1	RSAU_000770	836747..836947	AGU54606.1	cold shock protein C	+	836747	836947	778701	840233	61532	TSB	-	Gene within gap
AGU54607.1	RSAU_000771	complement(837726..838010)	AGU54607.1	hypothetical protein	-	837726	838010	778701	840233	61532	TSB	-	Gene within gap
AGU54608.1	RSAU_000772	complement(838098..838667)	AGU54608.1	hypothetical protein	-	838098	838667	778701	840233	61532	TSB	-	Gene within gap
AGU54609.1	RSAU_000773	839672..839875	AGU54609.1	putative DUF1250-containing protein	+	839672	839875	778701	840233	61532	TSB	-	Gene within gap
AGU54610.1	RSAU_000774	complement(839872..840108)	AGU54610.1	hypothetical protein	-	839872	840108	778701	840233	61532	TSB	-	Gene within gap
AGU55775.1	RSAU_002018	complement(2158392..2159762)	AGU55775.1	transporter gate domain protein	-	2158392	2159762	2158325	2219319	60994	TSB	+	Gene within gap
AGU55776.1	RSAU_002019	complement(2159997..2160965)	AGU55776.1	heme transport system permease	-	2159997	2160965	2158325	2219319	60994	TSB	+	Gene within gap
AGU55777.1	RSAU_002020	complement(2160962..2161993)	AGU55777.1	heme transport system permease	-	2160962	2161993	2158325	2219319	60994	TSB	+	Gene within gap
AGU55778.1	RSAU_002021	complement(2162005..2162988)	AGU55778.1	heme ABC transporter lipoprotein	-	2162005	2162988	2158325	2219319	60994	TSB	+	Gene within gap
AGU55779.1	RSAU_002022	complement(2163383..2164453)	AGU55779.1	amino acid racemase, putative	-	2163383	2164453	2158325	2219319	60994	TSB	+	Gene within gap
AGU55780.1	RSAU_002023	complement(2164460..2166217)	AGU55780.1	IucA-IucC family aerobactin biosynthesis protein, putative	-	2164460	2166217	2158325	2219319	60994	TSB	+	Gene within gap
AGU55781.1	RSAU_002024	complement(2166204..2167397)	AGU55781.1	major facilitator superfamily transporter, putative	-	2166204	2167397	2158325	2219319	60994	TSB	+	Gene within gap
AGU55782.1	RSAU_002025	2167505..2169475	AGU55782.1	IucA-IucC family aerobactin biosynthesis protein, putative	+	2167505	2169475	2158325	2219319	60994	TSB	+	Gene within gap
AGU55783.1	RSAU_002026	complement(2169636..2170145)	AGU55783.1	alkaline shock protein Asp23	-	2169636	2170145	2158325	2219319	60994	TSB	+	Gene within gap
AGU55784.1	RSAU_002027	complement(2170209..2170448)	AGU55784.1	small integral membrane protein, putative	-	2170209	2170448	2158325	2219319	60994	TSB	+	Gene within gap
AGU55785.1	RSAU_002028	complement(2170461..2170997)	AGU55785.1	hypothetical protein	-	2170461	2170997	2158325	2219319	60994	TSB	+	Gene within gap
AGU55786.1	RSAU_002029	complement(2171172..2172734)	AGU55786.1	glycine betaine transporter, putative	-	2171172	2172734	2158325	2219319	60994	TSB	+	Gene within gap
AGU55787.1	RSAU_002030	complement(2173041..2174048)	AGU55787.1	arginate lyase-family protein	-	2173041	2174048	2158325	2219319	60994	TSB	+	Gene within gap
AGU55788.1	RSAU_002031	complement(2174283..2175284)	AGU55788.1	prostaglandin dehydrogenase-like protein	-	2174283	2175284	2158325	2219319	60994	TSB	+	Gene within gap
AGU55789.1	RSAU_002032	complement(2175563..2176432)	AGU55789.1	extracellular lipase/esterase, putative	-	2175563	2176432	2158325	2219319	60994	TSB	+	Gene within gap
AGU55790.1	RSAU_002033	complement(2176698..2178110)	AGU55790.1	6-phospho-beta-galactosidase	-	2176698	2178110	2158325	2219319	60994	TSB	+	Gene within gap
AGU55791.1	RSAU_002034	complement(2178128..2179840)	AGU55791.1	PTS system, lactose-specific IIBC component	-	2178128	2179840	2158325	2219319	60994	TSB	+	Gene within gap
AGU55792.1	RSAU_002035	complement(2179846..2180157)	AGU55792.1	PTS system, lactose-specific IIA component	-	2179846	2180157	2158325	2219319	60994	TSB	+	Gene within gap
AGU55793.1	RSAU_002036	complement(2180179..2181159)	AGU55793.1	tagatose 1,6-diphosphate aldolase	-	2180179	2181159	2158325	2219319	60994	TSB	+	Gene within gap
AGU55794.1	RSAU_002037	complement(2181163..2182095)	AGU55794.1	tagatose-6-phosphate kinase	-	2181163	2182095	2158325	2219319	60994	TSB	+	Gene within gap
AGU55795.1	RSAU_002038	complement(2182108..2182623)	AGU55795.1	galactose-6-phosphate isomerase, subunit LacB	-	2182108	2182623	2158325	2219319	60994	TSB	+	Gene within gap
AGU55796.1	RSAU_002039	complement(2182639..2183067)	AGU55796.1	galactose-6-phosphate isomerase, subunit LacA	-	2182639	2183067	2158325	2219319	60994	TSB	+	Gene within gap
AGU55797.1	RSAU_002040	complement(2183435..2184226)	AGU55797.1	lactose phosphotransferase system repressor, putative	-	2183435	2184226	2158325	2219319	60994	TSB	+	Gene within gap
AGU55798.1	RSAU_002041	2184441..2185172	AGU55798.1	Sir2 family NAD-dependent deacetylase, putative	+	2184441	2185172	2158325	2219319	60994	TSB	+	Gene within gap
AGU55799.1	RSAU_002042	complement(2185551..2186159)	AGU55799.1	hypothetical protein with DUF3885	-	2185551	2186159	2158325	2219319	60994	TSB	+	Gene within gap
AGU55800.1	RSAU_002043	complement(2186766..2187614)	AGU55800.1	aldo/keto reductase family protein	-	2186766	2187614	2158325	2219319	60994	TSB	+	Gene within gap
AGU55801.1	RSAU_002044	complement(2187684..2188100)	AGU55801.1	MerR family stress response transcriptional regulator, putative	-	2187684	2188100	2158325	2219319	60994	TSB	+	Gene within gap
AGU55802.1	RSAU_002045	2188507..2190930	AGU55802.1	hyaluronate lyase, putative	+	2188507	2190930	2158325	2219319	60994	TSB	+	Gene within gap
AGU55803.1	RSAU_002046	complement(2191104..2192033)	AGU55803.1	WYL domain transcriptional regulator,putative	-	2191104	2192033	2158325	2219319	60994	TSB	+	Gene within gap
AGU55804.1	RSAU_002047	2192124..2192759	AGU55804.1	glutamine amidotransferase (GATase1)-like domain protein	+	2192124	2192759	2158325	2219319	60994	TSB	+	Gene within gap
AGU55805.1	RSAU_002048	2192948..2193373	AGU55805.1	Map domain protein	+	2192948	2193373	2158325	2219319	60994	TSB	+	Gene within gap
AGU55806.1	RSAU_002049	complement(2193763..2194467)	AGU55806.1	alpha-acetolactate decarboxylase	-	2193763	2194467	2158325	2219319	60994	TSB	+	Gene within gap
AGU55807.1	RSAU_002050	complement(2194504..2196168)	AGU55807.1	acetolactate synthase	-	2194504	2196168	2158325	2219319	60994	TSB	+	Gene within gap
AGU55808.1	RSAU_002051	complement(2196605..2196787)	AGU55808.1	hypothetical protein	-	2196605	2196787	2158325	2219319	60994	TSB	+	Gene within gap
AGU55809.1	RSAU_002052	complement(2197879..2199315)	AGU55809.1	transcriptional regulator, putative	-	2197879	2199315	2158325	2219319	60994	TSB	+	Gene within gap
AGU55810.1	RSAU_002053	complement(2199664..2200062)	AGU55810.1	30S ribosomal protein S9	-	2199664	2200062	2158325	2219319	60994	TSB	+	Gene within gap
AGU55811.1	RSAU_002054	complement(2200076..2200513)	AGU55811.1	50S ribosomal protein L13	-	2200076	2200513	2158325	2219319	60994	TSB	+	Gene within gap
AGU55812.1	RSAU_002055	complement(2200753..2201556)	AGU55812.1	tRNA pseudouridine synthase, putative	-	2200753	2201556	2158325	2219319	60994	TSB	+	Gene within gap
AGU55813.1	RSAU_002056	complement(2201561..2202367)	AGU55813.1	cobalt transport protein, putative	-	2201561	2202367	2158325	2219319	60994	TSB	+	Gene within gap
AGU55814.1	RSAU_002057	complement(2202357..2203217)	AGU55814.1	cobalt transporter ATP-binding subunit	-	2202357	2203217	2158325	2219319	60994	TSB	+	Gene within gap
AGU55815.1	RSAU_002058	complement(2203214..2204134)	AGU55815.1	cobalt transporter ATP-binding subunit 2	-	2203214	2204134	2158325	2219319	60994	TSB	+	Gene within gap
AGU55816.1	RSAU_002059	complement(2204561..2204929)	AGU55816.1	50S ribosomal protein L17	-	2204561	2204929	2158325	2219319	60994	TSB	+	Gene within gap
AGU55817.1	RSAU_002060	complement(2204946..2205890)	AGU55817.1	DNA-directed RNA polymerase, subunit alpha	-	2204946	2205890	2158325	2219319	60994	TSB	+	Gene within gap
AGU55818.1	RSAU_002061	complement(2205965..2206354)	AGU55818.1	30S ribosomal protein S11	-	2205965	2206354	2158325	2219319	60994	TSB	+	Gene within gap
AGU55819.1	RSAU_002062	complement(2206378..2206743)	AGU55819.1	30S ribosomal protein S13	-	2206378	2206743	2158325	2219319	60994	TSB	+	Gene within gap
